title,price,location,url,description
Anker Soundcore R50i True Wireless Earbuds - Brand New,"KSh 2,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/headphones/anker-soundcore-r50i-true-wireless-earbuds-brand-new-2ANsQ7yNtsN91Bk3MccEKDyX.html?page=59&pos=20&cur_pos=20&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=19,"Verified IDKSh 2,499Anker Soundcore R50i True Wireless Earbuds - Brand NewFeatures:
•Big 10mm Drivers: The drivers produce powerful sound with punchy bass.
•22 Preset EQs:...Brand NewWirelessNairobi, "
Havit H969BT In-Ear Sports Neckband Bluetooth Earphone - New,"KSh 2,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/headphones/havit-h969bt-in-ear-sports-neckband-bluetooth-earphone-new-6AyYWPJB0UTZSSL0jzZJySGq.html?page=59&pos=23&cur_pos=23&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=22,"Verified IDKSh 2,499Havit H969BT In-Ear Sports Neckband Bluetooth Earphone - NewMain features:
•headset for sports
•bluetooth 4.2
•reach: up to 10 meters
•in-ear headset
•option to...WirelessBrand New"
Main features:,,"Nairobi, Nairobi Central",,"Main features:
•headset for sports
•bluetooth 4.2
•reach: up to 10 meters
•in-ear headset
•option to...WirelessBrand NewNairobi, Nairobi Central"
Sdi to Hdmi Audio Converter,"KSh 3,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/sdi-to-hdmi-audio-converter-rGmFXzfDE5EsJgONEKQFYPQI.html?page=59&pos=3&cur_pos=3&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=2,"KSh 3,800Sdi to Hdmi Audio ConverterSdi to hdmi audio converterBrand NewNairobi, Nairobi Central"
"Sdi to hdmi audio converterBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Sdi to hdmi audio converterBrand NewNairobi, Nairobi Central"
"Laptop Keyboard for HP Probook 430 G3 ,440 G3 ,445 G3","KSh 1,499","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/laptop-keyboard-for-hp-probook-430-g3-440-g3-445-g3-7BflFTzDCQgkexRenrfhDRnJ.html?page=59&pos=6&cur_pos=6&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=5,"Verified IDKSh 1,499Laptop Keyboard for HP Probook 430 G3 ,440 G3 ,445 G3Laptop keyboard for HP Probook 430 G3 ,440 G3 ,445 G3
All Laptop Chargers,keyboard,Batteries and...Brand NewNairobi, Nairobi Ce"
1.4M Adjustable Camera Stand,"KSh 2,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/1-4m-adjustable-camera-stand-aXZlLqxTFX5Is1NV56Opkrht.html?page=59&pos=9&cur_pos=9&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=8,"KSh 2,0001.4M Adjustable Camera StandIt has a max height of 1.4mtr.it is adjustableNairobi, Nairobi Central"
"It has a max height of 1.4mtr.it is adjustableNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"It has a max height of 1.4mtr.it is adjustableNairobi, Nairobi Central"
It has a max height of 1.4mtr.it is adjustable,,,,It has a max height of 1.4mtr.it is adjustable
TV Set Up for Exhibitions Available,"KSh 4,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/tv-dvd-equipment/tv-set-up-for-exhibitions-available-R3BNGTqHW8ddFN6UAjJi7dQ.html?page=59&pos=12&cur_pos=12&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=11,"Verified IDKSh 4,500TV Set Up for Exhibitions AvailableWe hire out TV'S to exhibitions at affordable costUsedNairobi, Nairobi Central"
"We hire out TV'S to exhibitions at affordable costUsedNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"We hire out TV'S to exhibitions at affordable costUsedNairobi, Nairobi Central"
We hire out TV'S to exhibitions at affordable cost,,,,We hire out TV'S to exhibitions at affordable cost
S-Leo Usb 4port Hub,KSh 500,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/s-leo-usb-4port-hub-2vnmfHg564BmamPIfrp8H6I4.html?page=59&pos=15&cur_pos=15&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=14,"KSh 500S-Leo Usb 4port Hub2.0 S-Leo usb 4port high speed hub for multiple useBrand NewNairobi, Nairobi Central"
"2.0 S-Leo usb 4port high speed hub for multiple useBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"2.0 S-Leo usb 4port high speed hub for multiple useBrand NewNairobi, Nairobi Central"
2.0 S-Leo usb 4port high speed hub for multiple use,,,,2.0 S-Leo usb 4port high speed hub for multiple use
Main Motor Km2050/2550 Gear 88/34,"KSh 2,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/main-motor-km2050-2550-gear-88-34-3vkDdDCjDpsSFXlSwGREkrXS.html?page=59&pos=18&cur_pos=18&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=17,"Verified IDKSh 2,000Main Motor Km2050/2550 Gear 88/3488/34T main motor gear 2C922030 For Kyocera KM1620 KM1650 KM1648 KM2020 KM2050Nairobi, Nairobi Central"
"88/34T main motor gear 2C922030 For Kyocera KM1620 KM1650 KM1648 KM2020 KM2050Nairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"88/34T main motor gear 2C922030 For Kyocera KM1620 KM1650 KM1648 KM2020 KM2050Nairobi, Nairobi Central"
88/34T main motor gear 2C922030 For Kyocera KM1620 KM1650 KM1648 KM2020 KM2050,,,,88/34T main motor gear 2C922030 For Kyocera KM1620 KM1650 KM1648 KM2020 KM2050
Photography Flash Diffuser,"KSh 1,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/photography-flash-diffuser-tVR833MzXws79y9TSczJQtpB.html?page=59&pos=21&cur_pos=21&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=20,"Verified IDKSh 1,000Photography Flash Diffuser-This wide angle soft focus shade diffuser can soften the direct light from flashlight to soft...Nairobi, Nairobi Central"
"-This wide angle soft focus shade diffuser can soften the direct light from flashlight to soft...Nairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"-This wide angle soft focus shade diffuser can soften the direct light from flashlight to soft...Nairobi, Nairobi Central"
-This wide angle soft focus shade diffuser can soften the direct light from flashlight to soft...,,,,-This wide angle soft focus shade diffuser can soften the direct light from flashlight to soft...
Sandisk Ultra 32gb SDHC Camera Sd Card,"KSh 1,299","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/sandisk-ultra-32gb-sdhc-camera-sd-card-l7P5Uj07hlAH9ZS8ESUlMbik.html?page=59&pos=24&cur_pos=24&ads_per_page=24&ads_count=263478&lid=xC3wait4SRYMTxnj&indexPosition=23,"KSh 1,299Sandisk Ultra 32gb SDHC Camera Sd CardTake better pictures and Full HD videos3 with your compact to mid-range point-and-shoot cameras....Brand NewNairobi, Nairobi Central"
"Take better pictures and Full HD videos3 with your compact to mid-range point-and-shoot cameras....Brand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Take better pictures and Full HD videos3 with your compact to mid-range point-and-shoot cameras....Brand NewNairobi, Nairobi Central"
Take better pictures and Full HD videos3 with your compact to mid-range point-and-shoot cameras....,,,,Take better pictures and Full HD videos3 with your compact to mid-range point-and-shoot cameras....
Perfect Yielding Mp C 2050 Toners,"KSh 3,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/perfect-yielding-mp-c-2050-toners-3zPSeugk6ui9Q5zUXczeeisz.html?page=60&pos=1&cur_pos=1&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=0,"Sort by:SortKSh 3,500Perfect Yielding Mp C 2050 TonersPerfect yielding mp c 2050 tonersNewNairobi, Nairobi CentralKSh 95,000Laptop Apple MacBook Pro 128GB Intel Core I5 SSD 128GBThe Apple MacBook Pro "
"Perfect yielding mp c 2050 tonersNewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Perfect yielding mp c 2050 tonersNewNairobi, Nairobi Central"
Laptop HP 250 G8 8GB Intel Core I7 SSD 1T,"KSh 90,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computers-and-laptops/laptop-hp-250-g8-8gb-intel-core-i7-ssd-1t-BzbyuWD1S4gd5DCRkJa5l3YO.html?page=60&pos=7&cur_pos=7&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=6,"KSh 90,000Laptop HP 250 G8 8GB Intel Core I7 SSD 1THp 250 g8
core i7
 8gb ram
1tb
15.6 inches
wifi
webcam
windows 10RefurbishedIntel Core i7Nairobi, Nairobi Central"
Hp 250 g8,,"Nairobi, Nairobi Central",,"Hp 250 g8
core i7
 8gb ram
1tb
15.6 inches
wifi
webcam
windows 10RefurbishedIntel Core i7Nairobi, Nairobi Central"
Speedlite Soft Box,"KSh 1,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/speedlite-soft-box-fvSwKzaOp5QFPOFBqVpAitou.html?page=60&pos=10&cur_pos=10&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=9,"Verified IDKSh 1,000Speedlite Soft Box-size: 18cm in diameter
-octagon softbox for mounting on system flashes
-ideal for people...Nairobi, Nairobi Central"
-size: 18cm in diameter,,"Nairobi, Nairobi Central",,"-size: 18cm in diameter
-octagon softbox for mounting on system flashes
-ideal for people...Nairobi, Nairobi Central"
Sandisk 32gb Ultra Flair Flash Disk,KSh 849,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/sandisk-32gb-ultra-flair-flash-disk-wHtCYZ7wJDdobJ9oCYpxJdUq.html?page=60&pos=13&cur_pos=13&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=12,"KSh 849Sandisk 32gb Ultra Flair Flash DiskSanDisk Ultra Flair 3.0 USB Flash Drive 32GBBrand NewNairobi, Nairobi Central"
KSh 849,KSh 849,,,KSh 849
"SanDisk Ultra Flair 3.0 USB Flash Drive 32GBBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"SanDisk Ultra Flair 3.0 USB Flash Drive 32GBBrand NewNairobi, Nairobi Central"
SanDisk Ultra Flair 3.0 USB Flash Drive 32GB,,,,SanDisk Ultra Flair 3.0 USB Flash Drive 32GB
"It is display port to VGA cable 1.5 mtrsBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"It is display port to VGA cable 1.5 mtrsBrand NewNairobi, Nairobi Central"
It is display port to VGA cable 1.5 mtrs,,,,It is display port to VGA cable 1.5 mtrs
Laptop Lenovo ThinkPad T460s 8GB Intel Core I5 SSD 256GB,"KSh 23,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computers-and-laptops/laptop-lenovo-thinkpad-t460s-8gb-intel-core-i5-ssd-256gb-eN87HYPRoswBwBC71iOVpFqz.html?page=60&pos=19&cur_pos=19&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=18,"KSh 23,000Laptop Lenovo ThinkPad T460s 8GB Intel Core I5 SSD 256GBLenovo thinkpad Processor core i5,8gb ram ,storage 256ssd ... 6th generation...RefurbishedIntel Core i5Nairobi, Nairobi Central"
"Lenovo thinkpad Processor core i5,8gb ram ,storage 256ssd ... 6th generation...RefurbishedIntel Core i5Nairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Lenovo thinkpad Processor core i5,8gb ram ,storage 256ssd ... 6th generation...RefurbishedIntel Core i5Nairobi, Nairobi Central"
"Lenovo thinkpad Processor core i5,8gb ram ,storage 256ssd ... 6th generation...",,,,"Lenovo thinkpad Processor core i5,8gb ram ,storage 256ssd ... 6th generation..."
DJI Rs3 PRO Combo,"KSh 158,000","Nairobi, Parklands/Highridge",https://jiji.co.ke/parklands-highridge/accessories-and-supplies-for-electronics/dji-rs3-pro-combo-pC9OkOmiUu9kK3jXnRMADQcR.html?page=60&pos=22&cur_pos=22&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=21,"Verified IDKSh 158,000DJI Rs3 PRO ComboExpanding on the powerful features of the Ronin series, DJI RS 3 Pro is an advanced, comprehensive...Nairobi, Parklands/Highridge"
"KSh 158,000","KSh 158,000",,,"KSh 158,000"
"Expanding on the powerful features of the Ronin series, DJI RS 3 Pro is an advanced, comprehensive...Nairobi, Parklands/Highridge",,"Nairobi, Parklands/Highridge",,"Expanding on the powerful features of the Ronin series, DJI RS 3 Pro is an advanced, comprehensive...Nairobi, Parklands/Highridge"
"Expanding on the powerful features of the Ronin series, DJI RS 3 Pro is an advanced, comprehensive...",,,,"Expanding on the powerful features of the Ronin series, DJI RS 3 Pro is an advanced, comprehensive..."
Original Hp 55A Catridges,"KSh 6,500","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/original-hp-55a-catridges-pJ2sXGzSkFXOgKpEogVDmhRL.html?page=60&pos=2&cur_pos=2&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=1,"KSh 6,500Original Hp 55A CatridgesHighly effective machines and toners. Plus warranty assured.Nairobi, Nairobi Central"
Blackmagic Design Fusion Studio,"KSh 1,500","Nairobi, Embakasi",https://jiji.co.ke/embakasi/computer-software/blackmagic-design-fusion-studio-qhmpKxgfcP0n1QAqdH3mE4b0.html?page=60&pos=5&cur_pos=5&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=4,"Verified IDKSh 1,500Blackmagic Design Fusion StudioFusion Studiois the world's most advanced composite software for designing visual effects. and 3D...WindowsNairobi, Embakasi"
"Fusion Studiois the world's most advanced composite software for designing visual effects. and 3D...WindowsNairobi, Embakasi",,"Nairobi, Embakasi",,"Fusion Studiois the world's most advanced composite software for designing visual effects. and 3D...WindowsNairobi, Embakasi"
Fusion Studiois the world's most advanced composite software for designing visual effects. and 3D...,,,,Fusion Studiois the world's most advanced composite software for designing visual effects. and 3D...
Digital to Analog Converter,"KSh 1,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/digital-to-analog-converter-kSlzpGqThtouxGPPUF3p64te.html?page=60&pos=8&cur_pos=8&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=7,"KSh 1,000Digital to Analog ConverterDigital to analog audio converter
Easy to operate
Free delivery within cbdNairobi, Nairobi Central"
Digital to analog audio converter,,"Nairobi, Nairobi Central",,"Digital to analog audio converter
Easy to operate
Free delivery within cbdNairobi, Nairobi Central"
Sound Cards,KSh 300,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/sound-cards-phpxtkTYd2c1M1nZtxU3YHAe.html?page=60&pos=11&cur_pos=11&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=10,"KSh 300Sound CardsUsb soundcards availableBrand NewNairobi, Nairobi Central"
"Usb soundcards availableBrand NewNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Usb soundcards availableBrand NewNairobi, Nairobi Central"
Usb soundcards available,,,,Usb soundcards available
Hdmi Switch 3X1,KSh 600,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/hdmi-switch-3x1-1CMeQPKw1Zbi3xweKlvZXyVh.html?page=60&pos=14&cur_pos=14&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=13,"Verified IDENTERPRISEKSh 600Hdmi Switch 3X1Hdmi switch 3x1 4k hdNairobi, Nairobi Central"
"Hdmi switch 3x1 4k hdNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Hdmi switch 3x1 4k hdNairobi, Nairobi Central"
Hdmi switch 3x1 4k hd,,,,Hdmi switch 3x1 4k hd
Executive Sidebag For Laptop/School Bag,"KSh 1,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/computer-accessories/executive-sidebag-for-laptop-school-bag-fThb9YHAcy1SXUI5U4wUisgj.html?page=60&pos=17&cur_pos=17&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=16,"KSh 1,800Executive Sidebag For Laptop/School BagGet this unique side bag or shoulder bag for your laptop or school @an affordable price.Nairobi, Nairobi Central"
"Get this unique side bag or shoulder bag for your laptop or school @an affordable price.Nairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Get this unique side bag or shoulder bag for your laptop or school @an affordable price.Nairobi, Nairobi Central"
Get this unique side bag or shoulder bag for your laptop or school @an affordable price.,,,,Get this unique side bag or shoulder bag for your laptop or school @an affordable price.
Hikvision Colourvu Camera,"KSh 3,800","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/security-and-surveillance/hikvision-colourvu-camera-1apGNk7EfN3btZoUnMytJQnZ.html?page=60&pos=20&cur_pos=20&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=19,"Verified IDKSh 3,800Hikvision Colourvu CameraWe are the leading suppliers of quality full color cameras in kenya. call us today for great ordersNairobi, Nairobi Central"
"We are the leading suppliers of quality full color cameras in kenya. call us today for great ordersNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"We are the leading suppliers of quality full color cameras in kenya. call us today for great ordersNairobi, Nairobi Central"
We are the leading suppliers of quality full color cameras in kenya. call us today for great orders,,,,We are the leading suppliers of quality full color cameras in kenya. call us today for great orders
Bluetooth Headphones,KSh 500,"Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/accessories-and-supplies-for-electronics/bluetooth-headphones-mBmESA0yyAdmWBL1Oh63Pn3u.html?page=60&pos=23&cur_pos=23&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=22,"Verified IDENTERPRISEKSh 500Bluetooth HeadphonesBluetooth headphonesNairobi, Nairobi Central"
"Bluetooth headphonesNairobi, Nairobi Central",,"Nairobi, Nairobi Central",,"Bluetooth headphonesNairobi, Nairobi Central"
"E7 700watt 140,000mah Portable Power Station 240V AC Output","KSh 69,500","Nairobi, Mombasa Road",https://jiji.co.ke/mombasa-road/computer-accessories/e7-700watt-140-000mah-portable-power-station-240v-ac-output-oD6izAnLilaJEbMMl6zg6451.html?page=60&pos=3&cur_pos=3&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=2,"Verified IDKSh 69,500E7 700watt 140,000mah Portable Power Station 240V AC OutputI. Huge battery capacity - 140,000mah battery. 
II. 240volts ac output. power devices rated upto 700...Brand NewNairobi,"
"KSh 69,500","KSh 69,500",,,"KSh 69,500"
"I. Huge battery capacity - 140,000mah battery.",,"Nairobi, Mombasa Road",,"I. Huge battery capacity - 140,000mah battery. 
II. 240volts ac output. power devices rated upto 700...Brand NewNairobi, Mombasa Road"
Canon Pixma G2411,"KSh 21,000","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/printers-and-scanners/canon-pixma-g2411-arpGBHfUYUzTfehPqkKVVg3.html?page=60&pos=6&cur_pos=6&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=5,"KSh 21,000Canon Pixma G2411Canon pixmag2411
print ,scan copyInk-Jet PrinterBrand NewNairobi, Nairobi Central"
"KSh 21,000","KSh 21,000",,,"KSh 21,000"
Canon pixmag2411,,"Nairobi, Nairobi Central",,"Canon pixmag2411
print ,scan copyInk-Jet PrinterBrand NewNairobi, Nairobi Central"
Tl-Eap225 Omada Access Point Tp-Link || Eap225 Access Point,"KSh 7,999","Nairobi, Nairobi Central",https://jiji.co.ke/nairobi-central/networking-products/tl-eap225-omada-access-point-tp-link-eap225-access-point-860FDNHao8xsFfRnMVyTZftc.html?page=60&pos=9&cur_pos=9&ads_per_page=24&ads_count=263478&lid=I2Pf2P60EZo1psuB&indexPosition=8,"ENTERPRISEKSh 7,999Tl-Eap225 Omada Access Point Tp-Link || Eap225 Access PointTp-link ac1200 wireless mu-mimo gigabit indoor/outdoor access point - tl-eap225-outdoorTP-LinkBrand NewNairobi, Nairobi Ce"
